Sunpetal Grove (XLN),Price - In,# Bought,# Left,Total,Current,Price - Out,#,Total,Margin,% Gain,Price - Out,#,Total,Margin,% Gain,Price - Out,#,Total,Margin,% Gain,Price - Out,#,Total,Margin,% Gain,Price - Out,#,Total,Margin,% Gain,,,,,,,
Drowned Catacombs (XLN),0.64,8,8,5.12,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drowned Catacombs,0.68,1,0,0.68,0.00,1.57,1,1.57,0.89,131%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drowner of Hope,0.02,4,0,0.08,0.00,0.08,4,0.32,0.24,300%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drownyard Temple,0.03,16,16,0.48,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drownyard Temple,0.01,84,8,0.84,0.08,0.017,12,0.204,0.084,70%,0.0255,16,0.408,0.248,155%,0.02,12,0.24,0.12,100%,0.06,12,0.72,0.6,500%,0.05,24,1.2,0.96,400%,,,,,,,
Drownyard Temple,0.01,50,2,0.50,0.02,0.1105,8,0.884,0.804,1005%,0.1275,16,2.04,1.88,1175%,0.1785,8,1.428,1.348,1685%,0.102,8,0.816,0.736,920%,0.068,8,0.544,0.464,580%,,,,,,,
Dryad Arbor,1.41,1,1,1.41,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dubious Challenge,0.009,8,8,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusk // Dawn,0.38,4,0,1.52,0.00,0.391,4,1.564,0.044,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusk // Dawn,0.36,8,0,2.88,0.00,0.38,4,1.52,0.08,6%,0.36,4,1.44,0,0%,,,,,,,,,,,,,,,,,,,,,,
Dusk // Dawn,0.35,4,0,1.40,0.00,0.527,4,2.108,0.708,51%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusk // Dawn,0.34,8,0,2.72,0.00,0.391,4,1.564,0.204,15%,0.34,4,1.36,0,0%,,,,,,,,,,,,,,,,,,,,,,
Dusk // Dawn,0.32,20,0,6.40,0.00,0.527,4,2.108,0.828,65%,0.326,8,2.608,0.048,2%,0.3245,8,2.596,0.036,1%,,,,,,,,,,,,,,,,,
Dusk // Dawn,0.31,4,0,1.24,0.00,0.5525,4,2.21,0.97,78%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusk // Dawn,0.3,8,0,2.40,0.00,0.527,4,2.108,0.908,76%,0.3,4,1.2,0,0%,,,,,,,,,,,,,,,,,,,,,,
Dusk // Dawn,0.27,20,0,5.40,0.00,0.527,4,2.108,1.028,95%,0.37,8,2.96,0.8,37%,0.5325,4,2.13,1.05,97%,0.28,4,1.12,0.04,4%,,,,,,,,,,,,
Dusk // Dawn,0.26,20,0,5.20,0.00,0.32,4,1.28,0.24,23%,0.31,4,1.24,0.2,19%,0.5695,7,3.9865,2.1665,119%,0.5865,5,2.9325,1.6325,126%,,,,,,,,,,,,
Dusk // Dawn,0.24,16,0,3.84,0.00,0.53,4,2.12,1.16,121%,0.5185,4,2.074,1.114,116%,0.306,8,2.448,0.528,28%,,,,,,,,,,,,,,,,,
Dusk // Dawn,0.23,24,0,5.52,0.00,0.52,4,2.08,1.16,126%,0.3,4,1.2,0.28,30%,0.3,12,3.6,0.84,30%,0.5865,3,1.7595,1.0695,155%,0.64,1,0.64,0.41,178%,,,,,,,
Dusk // Dawn,0.22,8,0,1.76,0.00,0.51,4,2.04,1.16,132%,0.5185,4,2.074,1.194,136%,,,,,,,,,,,,,,,,,,,,,,
Dusk // Dawn,0.21,8,0,1.68,0.00,0.33,4,1.32,0.48,57%,0.3825,4,1.53,0.69,82%,,,,,,,,,,,,,,,,,,,,,,
Dusk // Dawn,0.2,24,0,4.80,0.00,0.3825,4,1.53,0.73,91%,0.289,8,2.312,0.712,45%,0.238,8,1.904,0.304,19%,0.374,4,1.496,0.696,87%,,,,,,,,,,,,
Dusk // Dawn,0.19,16,0,3.04,0.00,0.5185,8,4.148,2.628,173%,0.31,4,1.24,0.48,63%,0.3,4,1.2,0.44,58%,,,,,,,,,,,,,,,,,
Dusk // Dawn,0.18,28,0,5.04,0.00,0.6545,4,2.618,1.898,264%,0.3,8,2.4,0.96,67%,0.391,4,1.564,0.844,117%,0.29,4,1.16,0.44,61%,0.3485,8,2.788,1.348,94%,,,,,,,
Dusk // Dawn,0.18,4,0,0.72,0.00,0.374,4,1.496,0.776,108%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusk // Dawn,0.17,24,4,4.08,0.68,0.391,4,1.564,0.884,130%,0.5185,8,4.148,2.788,205%,0.357,8,2.856,1.496,110%,,,,,,,,,,,,,,,,,
Dusk // Dawn,0.16,20,0,3.20,0.00,0.629,8,5.032,3.752,293%,0.5185,4,2.074,1.434,224%,0.1615,8,1.292,0.012,1%,,,,,,,,,,,,78.3665,,,,,
Dusk // Dawn,0.15,12,0,1.80,0.00,0.5185,4,2.074,1.474,246%,0.64,3,1.92,1.47,327%,0.6,4,2.4,1.8,300%,0.56,1,0.56,0.41,273%,,,,,,,,,,,,
Dusk // Dawn,0.14,36,20,5.04,2.80,0.6545,4,2.618,2.058,368%,0.63,4,2.52,1.96,350%,0.612,8,4.896,3.776,337%,,,,,,,,,,,,,,,,,
Dusk // Dawn,0.13,4,4,0.52,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusk // Dawn,0.12,32,12,3.84,1.44,0.204,3,0.612,0.252,70%,0.29,4,1.16,0.68,142%,0.28,4,1.12,0.64,133%,0.62,4,2.48,2,417%,0.697,5,3.485,2.885,481%,,,,,,,
Dusk // Dawn,0.09,30,24,2.70,2.16,0.697,3,2.091,1.821,674%,0.5,3,1.5,1.23,456%,,,,,,,,,,,,,,,,,,,,,,
Dusk // Dawn,0.08,16,0,1.28,0.00,0.833,8,6.664,6.024,941%,0.87,8,6.96,6.32,988%,,,,,,,,,,,,,,,,,,,,,,
Dusk // Dawn,0.07,8,8,0.56,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duskwatch Recruiter,0.04,12,0,0.48,0.00,0.06,4,0.24,0.08,50%,0.09,8,0.72,0.4,125%,,,,,,,,,,,,,,,,,,,,,,
Duskwatch Recruiter,0.05,12,0,0.60,0.00,0.05,4,0.2,0,0%,0.09,8,0.72,0.32,80%,,,,,,,,,,,,,,,,,,,,,,
Duskwatch Recruiter,0.02,24,0,0.48,0.00,0.05,24,1.2,0.72,150%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duskwatch Recruiter,0.03,8,0,0.24,0.00,0.06,8,0.48,0.24,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duskwatch Recruiter,0.01,36,0,0.36,0.00,0.04,12,0.48,0.36,300%,0.03,12,0.36,0.24,200%,0.02,12,0.24,0.12,100%,,,,,,,,,,,,,,,,,
Duskwatch Recruiter,0.009,8,0,0.07,0.00,0.05,8,0.4,0.328,456%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duskwatch Recruiter,0.005,100,92,0.50,0.46,0.02,8,0.16,0.12,300%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dust Stalker,0.01,8,8,0.08,0.08,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynavolt Tower,0.28,4,0,1.12,0.00,0.7225,3,2.1675,1.3275,158%,0.68,1,0.68,0.4,143%,,,,,,,,,,,,,,,,,,,,,,
Dynavolt Tower,0.26,4,0,1.04,0.00,0.7225,4,2.89,1.85,178%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynavolt Tower,0.23,4,0,0.92,0.00,0.19,4,0.76,-0.16,-17%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynavolt Tower,0.22,8,0,1.76,0.00,0.69,4,2.76,1.88,214%,0.19,4,0.76,-0.12,-14%,,,,,,,,,,,,,,,,,,,,,,
Dynavolt Tower,0.16,8,8,1.28,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynavolt Tower,0.14,4,0,0.56,0.00,0.18,4,0.72,0.16,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynavolt Tower,0.12,8,0,0.96,0.00,0.18,4,0.72,0.24,50%,0.89,4,3.56,3.08,642%,,,,,,,,,,,,,,,,,,,,,,
Dynavolt Tower,0.09,40,8,3.60,0.72,0.33,8,2.64,1.92,267%,0.195,8,1.56,0.84,117%,0.83,4,3.32,2.96,822%,0.29,4,1.16,0.8,222%,0.385,8,3.08,2.36,328%,,,,,,,
Dynavolt Tower,0.08,8,0,0.64,0.00,0.29,4,1.16,0.84,263%,0.68,4,2.72,2.4,750%,,,,,,,,,,,,,,,,,,,,,,
Dynavolt Tower,0.07,12,0,0.84,0.00,0.136,4,0.544,0.264,94%,0.085,8,0.68,0.12,21%,,,,,,,,,,,,,,,,,,,,,,
Dynavolt Tower,0.06,12,12,0.72,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynavolt Tower,0.05,60,44,3.00,2.20,0.127,6,0.762,0.462,154%,0.17,4,0.68,0.48,240%,0.16,4,0.64,0.44,220%,0.33,2,0.66,0.56,560%,,,,,,,,,,,,
Dynavolt Tower,0.04,8,4,0.32,0.16,0.136,4,0.544,0.384,240%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynavolt Tower,0.03,32,32,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynavolt Tower,0.02,52,52,1.04,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynavolt Tower,0.01,8,8,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early Harvest,0.03,4,0,0.12,0.00,0.12,4,0.48,0.36,300%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early Harvest,0.02,16,8,0.32,0.16,0.11,4,0.44,0.36,450%,0.14,4,0.56,0.48,600%,,,,,,,,,,,,,,,,,,,,,,
Eerie Interlude,0.03,4,0,0.12,0.00,0.11,4,0.44,0.32,267%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eerie Interlude,0.06,8,0,0.48,0.00,0.08,8,0.64,0.16,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eerie Interlude,0.04,8,0,0.32,0.00,0.04,8,0.32,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eerie Interlude,0.03,4,0,0.12,0.00,0.1,4,0.4,0.28,233%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eerie Interlude,0.02,12,0,0.24,0.00,0.0255,8,0.204,0.044,28%,0.02,4,0.08,0,0%,,,,,,,,,,,,,,,,,,,,,,
Eerie Interlude,0.01,44,8,0.44,0.08,0.09,8,0.72,0.64,800%,0.11,4,0.44,0.4,1000%,0.04,8,0.32,0.24,300%,0.05,16,0.8,0.64,400%,,,,,,,,,,,,
Elder Deep-Fiend,0.88,4,0,3.52,0.00,1.46,4,5.84,2.32,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elder Deep-Fiend,0.86,1,0,0.86,0.00,1.81,1,1.81,0.95,110%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldrazi Mimic,0.22,4,0,0.88,0.00,0.357,4,1.428,0.548,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldrazi Mimic,0.1,4,0,0.40,0.00,0.357,4,1.428,1.028,257%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldrazi Mimic,0.04,8,2,0.32,0.08,0.1785,6,1.071,0.831,346%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldrazi Mimic,0.05,8,0,0.40,0.00,0.1445,8,1.156,0.756,189%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldrazi Obligator,0.01,22,0,0.22,0.00,0.0255,6,0.153,0.093,155%,0.1105,8,0.884,0.804,1005%,0.102,8,0.816,0.736,920%,,,,,,,,,,,,,,,,,
Eldritch Evolution,1.12,4,0,4.48,0.00,1.131,4,4.524,0.044,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldritch Evolution,0.83,4,0,3.32,0.00,0.831,4,3.324,0.004,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldritch Evolution,0.435,8,0,3.48,0.00,0.82,4,3.28,1.54,89%,0.83,4,3.32,1.58,91%,,,,,,,,,,,,,,,,,,,,,,
Electrostatic Pummeler,0.22,4,0,0.88,0.00,0.41,4,1.64,0.76,86%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrostatic Pummeler,0.18,12,0,2.16,0.00,0.18,4,0.72,0,0%,0.18,4,0.72,0,0%,0.374,4,1.496,0.776,108%,,,,,,,,,,,,,,,,,
Electrostatic Pummeler,0.17,12,0,2.04,0.00,0.374,8,2.992,1.632,120%,0.35,4,1.4,0.72,106%,,,,,,,,,,,,,,,,,,,,,,
Electrostatic Pummeler,0.16,4,4,0.64,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrostatic Pummeler,0.15,24,8,3.60,1.20,0.4,4,1.6,1,167%,0.36,4,1.44,0.84,140%,0.238,8,1.904,0.704,59%,,,,,,,,,,,,,,,,,
Electrostatic Pummeler,0.14,8,4,1.12,0.56,0.1785,4,0.714,0.154,28%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrostatic Pummeler,0.13,12,12,1.56,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrostatic Pummeler,0.12,36,12,4.32,1.44,0.1785,4,0.714,0.234,49%,0.17,8,1.36,0.4,42%,0.187,8,1.496,0.536,56%,0.204,4,0.816,0.336,70%,,,,,,,,,,,,
Electrostatic Pummeler,0.1,64,36,6.40,3.60,0.153,4,0.612,0.212,53%,0.1615,4,0.646,0.246,62%,0.16,4,0.64,0.24,60%,0.23,8,1.84,1.04,130%,0.2,8,1.6,0.8,100%,,,,,,,
Electrostatic Pummeler,0.09,48,4,4.32,0.36,0.1615,4,0.646,0.286,79%,0.2,12,2.4,1.32,122%,0.14,8,1.12,0.4,56%,0.17,8,1.36,0.64,89%,0.206,12,2.472,1.392,129%,,,,,,,
Electrostatic Pummeler,0.08,16,0,1.28,0.00,0.2,4,0.8,0.48,150%,0.19,4,0.76,0.44,138%,0.15,4,0.6,0.28,88%,0.1785,4,0.714,0.394,123%,,,,,,,,,,,,
Electrostatic Pummeler,0.07,8,0,0.56,0.00,0.19,8,1.52,0.96,171%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrostatic Pummeler,0.06,20,0,1.20,0.00,0.2,4,0.8,0.56,233%,0.19,4,0.76,0.52,217%,0.24,4,0.96,0.72,300%,0.21,4,0.84,0.6,250%,0.1785,4,0.714,0.474,198%,,59.964,,,,,
Electrostatic Pummeler,0.06,16,0,0.96,0.00,0.15,16,2.4,1.44,150%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrostatic Pummeler,0.05,32,0,1.60,0.00,0.14,4,0.56,0.36,180%,0.32,8,2.56,2.16,540%,0.153,8,1.224,0.824,206%,0.2125,8,1.7,1.3,325%,0.21,4,0.84,0.64,320%,,,,,,,
Electrostatic Pummeler,0.04,36,0,1.44,0.00,0.32,4,1.28,1.12,700%,0.17,8,1.36,1.04,325%,0.14,8,1.12,0.8,250%,0.2465,8,1.972,1.652,516%,0.323,8,2.584,2.264,708%,,,,,,,
Electrostatic Pummeler,0.03,40,0,1.20,0.00,0.32,4,1.28,1.16,967%,0.36,16,5.76,5.28,1100%,0.35,4,1.4,1.28,1067%,0.22,12,2.64,2.28,633%,0.2,4,0.8,0.68,567%,,,,,,,
Electrostatic Pummeler,0.03,12,4,0.36,0.12,0.4675,8,3.74,3.5,1458%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrostatic Pummeler,0.02,80,44,1.60,0.88,0.374,6,2.244,2.124,1770%,0.33,6,1.98,1.86,1550%,0.357,8,2.856,2.696,1685%,0.2805,8,2.244,2.084,1303%,0.4355,8,3.484,3.324,2078%,,,,,,,
Eliminate the Competition,0.009,8,8,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elspeth, Knight-Errant",2.61,1,1,2.61,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elusive Tormentor,0.01,8,8,0.08,0.08,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emeria Shepherd,0.01,12,12,0.12,0.12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emeria, the Sky Ruin",0.18,4,0,0.72,0.00,0.45,4,1.8,1.08,150%,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emrakul, the Aeons Torn",5.28,1,1,5.28,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emrakul's Evangel,0.01,8,0,0.08,0.00,0.017,8,0.136,0.056,70%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emrakul's Evangel,0.009,8,8,0.07,0.07,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endless One,0.05,4,0,0.20,0.00,0.102,4,0.408,0.208,104%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endless One,0.03,8,5,0.24,0.15,0.102,3,0.306,0.216,240%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engulf the Shore,0.01,68,0,0.68,0.00,0.02,16,0.32,0.16,100%,0.03,32,0.96,0.64,200%,0.04,8,0.32,0.24,300%,0.06,4,0.24,0.2,500%,0.0425,8,0.34,0.26,325%,,,,,,,
Engulf the Shore,0.009,4,0,0.04,0.00,0.0595,4,0.238,0.202,561%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engulf the Shore,0.03,12,0,0.36,0.00,0.1275,8,1.02,0.78,325%,0.41,4,1.64,1.52,1267%,,,,,,,,,,,,,,,,,,,,,,
Engulf the Shore,0.06,8,0,0.48,0.00,0.32,8,2.56,2.08,433%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entreat the Angels,1.18,8,0,9.44,0.00,0.84,4,3.36,-1.36,-29%,0.73,4,2.92,-1.8,-38%,,,,,,,,,,,,,,,,,,,,,,
Entreat the Angels,0.83,4,4,3.32,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epiphany at the Drownyard,0.01,24,20,0.24,0.20,0.017,4,0.068,0.028,70%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esper Charm,0.009,4,4,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eternal Scourge,0.01,62,0,0.62,0.00,0.017,44,0.748,0.308,70%,0.03,4,0.12,0.08,200%,0.02,4,0.08,0.04,100%,0.102,8,0.816,0.736,920%,0.136,2,0.272,0.252,1260%,,,,,,,
Eternal Scourge,0.01,14,0,0.14,0.00,0.11,8,0.88,0.8,1000%,0.102,6,0.612,0.552,920%,,,,,,,,,,,,,,,,,,,,,,
Eternal Scourge,0.009,8,0,0.07,0.00,0.0255,8,0.204,0.132,183%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethersworn Canonist,0.03,16,16,0.48,0.48,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethersworn Canonist,0.05,4,4,0.20,0.20,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethersworn Canonist,0.02,4,4,0.08,0.08,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ever After,0.02,8,0,0.16,0.00,0.017,8,0.136,-0.024,-15%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ever After,0.01,8,8,0.08,0.08,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exert Influence,0.01,4,4,0.04,0.04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exhaustion,0.43,4,4,1.72,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exquisite Archangel,0.05,12,12,0.60,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exquisite Archangel,0.04,4,4,0.16,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairgrounds Warden,0.005,60,28,0.30,0.14,0.0255,24,0.612,0.492,410%,0.0425,8,0.34,0.3,750%,,,,,,,,,,,,,,,,,,,,,,
Faithless Looting - EMA,0.009,28,6,0.25,0.05,0.04,22,0.88,0.682,344%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faithless Looting - DKA,0.009,20,15,0.18,0.14,0.04,5,0.2,0.155,344%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkenrath Aristocrat,0.04,12,0,0.48,0.00,0.06,4,0.24,0.08,50%,0.15,8,1.2,0.88,275%,,,,,,,,,,,,,,,,,,,,,,
Falkenrath Aristocrat,0.03,12,0,0.36,0.00,0.14,3,0.42,0.33,367%,0.13,9,1.17,0.9,333%,,,,,,,,,,,,,,,,,,,,,,
Falkenrath Aristocrat,0.02,22,0,0.44,0.00,0.14,4,0.56,0.48,600%,0.13,4,0.52,0.44,550%,0.17,4,0.68,0.6,750%,0.16,4,0.64,0.56,700%,0.135,6,0.81,0.69,575%,,,,,,,
Falkenrath Aristocrat,0.01,60,42,0.60,0.42,0.135,2,0.27,0.25,1250%,0.1425,8,1.14,1.06,1325%,0.15,8,1.2,1.12,1400%,,,,,,,,,,,,,,,,,
Falkenrath Gorger,0.09,4,0,0.36,0.00,0.14,4,0.56,0.2,56%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkenrath Gorger,0.08,8,0,0.64,0.00,0.1,8,0.8,0.16,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkenrath Gorger,0.05,12,0,0.60,0.00,0.17,4,0.68,0.48,240%,0.11,8,0.88,0.48,120%,,,,,,,,,,,,,,,,,,,,,,
Falkenrath Gorger,0.04,4,0,0.16,0.00,0.09,4,0.36,0.2,125%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkenrath Gorger,0.06,12,0,0.72,0.00,0.07,4,0.28,0.04,17%,0.1275,8,1.02,0.54,113%,,,,,,,,,,,,,,,,,,,,,,
Falkenrath Gorger,0.03,20,0,0.60,0.00,0.09,4,0.36,0.24,200%,0.17,8,1.36,1.12,467%,0.15,4,0.6,0.48,400%,0.14,4,0.56,0.44,367%,,,,,,,,,,,,
Falkenrath Gorger,0.02,40,0,0.80,0.00,0.33,12,3.96,3.72,1550%,0.31,8,2.48,2.32,1450%,0.29,8,2.32,2.16,1350%,0.3145,8,2.516,2.356,1473%,0.27,4,1.08,1,1250%,,33.102,,,,,
Falkenrath Gorger,0.01,54,0,0.54,0.00,0.25,12,3,2.88,2400%,0.28,8,2.24,2.16,2700%,0.408,8,3.264,3.184,3980%,0.413,18,7.434,7.254,4030%,0.221,8,1.768,1.688,2110%,,,,,,,
Farm / Market,0.002,100,76,0.20,0.15,0.0425,8,0.34,0.324,2025%,0.0255,16,0.408,0.376,1175%,,,,,,,,,,,,,,,,,,,,,,
Fatal Push (PRM),1.09,4,4,4.36,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Push (PRM),0.64,4,0,2.56,0.00,0.93,4,3.72,1.16,45%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Push (PRM),0.08,6,6,0.48,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Push (PRM),0.07,2,2,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Push (PRM),0.06,6,6,0.36,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Push (PRM) - Foil,0.5,4,4,2.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Push (PRM) - Foil,0.43,4,4,1.72,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Push (PRM) - Foil,0.31,4,4,1.24,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Push (PRM) - Foil,0.03,5,5,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fateful Showdown,0.009,32,32,0.29,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fateful Showdown,0.02,8,8,0.16,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fathom Feeder,0.01,8,8,0.08,0.08,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fathom Fleet Captain,0.06,20,20,1.20,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fathom Fleet Captain,0.05,12,12,0.60,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fathom Fleet Captain,0.04,36,36,1.44,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fathom Fleet Captain,0.03,16,16,0.48,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fathom Fleet Captain,0.02,48,48,0.96,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fetid Pools,2.05,8,0,16.40,0.00,2.3398,8,18.7184,2.3184,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fetid Pools,2.04,12,0,24.48,0.00,2.42,8,19.36,3.04,19%,2.59,4,10.36,2.2,27%,,,,,,,,,,,,,,,,,,,,,,
Fetid Pools,2.02,4,0,8.08,0.00,2.52,4,10.08,2,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fetid Pools,1.98,4,0,7.92,0.00,2.1296,4,8.5184,0.5984,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fetid Pools,1.71,8,0,13.68,0.00,1.72,4,6.88,0.04,1%,1.71,4,6.84,0,0%,,,,,,,,,,,,,,,,,,,,,,
Fetid Pools,1.63,8,0,13.04,0.00,2.1296,1,2.1296,0.4996,31%,2.2538,4,9.0152,2.4952,38%,2.28,3,6.84,1.95,40%,,,,,,,,,,,,,,,,,
Fetid Pools,1.59,8,0,12.72,0.00,2.28,1,2.28,0.69,43%,2.3206,6,13.9236,4.3836,46%,2.378,1,2.378,0.788,50%,,,,,,,,,,,,,,,,,
Fetid Pools,1.58,8,0,12.64,0.00,2.378,2,4.756,1.596,51%,2.5116,6,15.0696,5.5896,59%,,,,,,,,,,,,,,,,,,,,,,
Fetid Pools,1.51,16,0,24.16,0.00,2.5498,8,20.3984,8.3184,69%,2.4639,8,19.7112,7.6312,63%,,,,,,,,,,,,,,,,,,,,,,
Fetid Pools,1.45,4,0,5.80,0.00,2.674,4,10.696,4.896,84%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fetid Pools,1.44,8,0,11.52,0.00,2.674,4,10.696,4.936,86%,2.66,4,10.64,4.88,85%,,,,,,,,,,,,,,,,,,,,,,
Fetid Pools,1.41,8,0,11.28,0.00,1.67,4,6.68,1.04,18%,2.4734,4,9.8936,4.2536,75%,,,,,,,,,,,,,,,,,,,,,,
Fetid Pools,1.35,12,4,16.20,5.40,2.7,4,10.8,5.4,100%,2.61,4,10.44,5.04,93%,,,,,,,,,,,,,,,,,,,,,,
Fetid Pools,1.29,12,0,15.48,0.00,1.764,8,14.112,3.792,37%,1.78,4,7.12,1.96,38%,,,,,,,,,,,,,,,,,,,,,,
Fetid Pools,1.28,8,8,10.24,10.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fetid Pools,1.23,8,8,9.84,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fetid Pools,1.21,8,8,9.68,9.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fetid Pools,1.15,8,8,9.20,9.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
